"transect_pair","cover_type","mean_No","mean_Yes","median_No","median_Yes","min_No","min_Yes","max_No","max_Yes","mean_diff","median_diff"
5,"imper_per",6.49441706896262,0.133431310642658,6.49441706896262,0.133431310642658,6.49441706896262,0.133431310642658,6.49441706896262,0.133431310642658,-6.36098575831996,-6.36098575831996
5,"road_per",9.82007710436936,0.848695776783092,9.82007710436936,0.848695776783092,9.82007710436936,0.848695776783092,9.82007710436936,0.848695776783092,-8.97138132758627,-8.97138132758627
5,"tree_per",16.3720657344652,53.0403704127484,16.3720657344652,53.0403704127484,16.3720657344652,53.0403704127484,16.3720657344652,53.0403704127484,36.6683046782832,36.6683046782832
6,"blue",0.0542631582652141,6.26206473863992,0.0542631582652141,6.26206473863992,0.0542631582652141,6.26206473863992,0.0542631582652141,6.26206473863992,6.20780158037471,6.20780158037471
6,"build_per",9.34028363751519,6.56071635918449,9.34028363751519,6.56071635918449,9.34028363751519,6.56071635918449,9.34028363751519,6.56071635918449,-2.7795672783307,-2.7795672783307
6,"garden_other",21.0869171785428,19.8396643607711,21.0869171785428,19.8396643607711,21.0869171785428,19.8396643607711,21.0869171785428,19.8396643607711,-1.24725281777168,-1.24725281777168
6,"grass",49.725199039329,38.8071404649388,49.725199039329,38.8071404649388,49.725199039329,38.8071404649388,49.725199039329,38.8071404649388,-10.9180585743903,-10.9180585743903
6,"imper_per",7.32931193707724,5.95957598300072,7.32931193707724,5.95957598300072,7.32931193707724,5.95957598300072,7.32931193707724,5.95957598300072,-1.36973595407652,-1.36973595407652
6,"road_per",9.83439232578868,8.150616769234,9.83439232578868,8.150616769234,9.83439232578868,8.150616769234,9.83439232578868,8.150616769234,-1.68377555655468,-1.68377555655468
6,"tree_per",2.62963208724439,14.4161071864576,2.62963208724439,14.4161071864576,2.62963208724439,14.4161071864576,2.62963208724439,14.4161071864576,11.7864750992132,11.7864750992132
7,"blue",0.0544539168401346,13.473915526873,0.0544539168401346,13.473915526873,0.0544539168401346,13.473915526873,0.0544539168401346,13.473915526873,13.4194616100329,13.4194616100329
7,"build_per",9.32811127265166,7.18771457760652,9.32811127265166,7.18771457760652,9.32811127265166,7.18771457760652,9.32811127265166,7.18771457760652,-2.14039669504514,-2.14039669504514
7,"garden_other",23.9272235987222,8.93729555115983,23.9272235987222,8.93729555115983,23.9272235987222,8.93729555115983,23.9272235987222,8.93729555115983,-14.9899280475624,-14.9899280475624
7,"grass",31.7724031103762,42.4683032122967,31.7724031103762,42.4683032122967,31.7724031103762,42.4683032122967,31.7724031103762,42.4683032122967,10.6959001019205,10.6959001019205
7,"imper_per",3.92014724453277,8.3038190314004,3.92014724453277,8.3038190314004,3.92014724453277,8.3038190314004,3.92014724453277,8.3038190314004,4.38367178686763,4.38367178686763
7,"road_per",5.89846949440009,2.33608920948571,5.89846949440009,2.33608920948571,5.89846949440009,2.33608920948571,5.89846949440009,2.33608920948571,-3.56238028491437,-3.56238028491437
7,"tree_per",25.0988126176437,17.2928626073927,25.0988126176437,17.2928626073927,25.0988126176437,17.2928626073927,25.0988126176437,17.2928626073927,-7.80595001025094,-7.80595001025094
8,"blue",0,11.2666736795114,0,11.2666736795114,0,11.2666736795114,0,11.2666736795114,11.2666736795114,11.2666736795114
8,"build_per",10.5571789430929,3.42176499776707,10.5571789430929,3.42176499776707,10.5571789430929,3.42176499776707,10.5571789430929,3.42176499776707,-7.13541394532586,-7.13541394532586
8,"garden_other",26.8393210051231,8.5005458147803,26.8393210051231,8.5005458147803,26.8393210051231,8.5005458147803,26.8393210051231,8.5005458147803,-18.3387751903428,-18.3387751903428
8,"grass",32.1805065312971,31.6550588807194,32.1805065312971,31.6550588807194,32.1805065312971,31.6550588807194,32.1805065312971,31.6550588807194,-0.525447650577711,-0.525447650577711
8,"imper_per",10.5477872831695,2.59312558269672,10.5477872831695,2.59312558269672,10.5477872831695,2.59312558269672,10.5477872831695,2.59312558269672,-7.95466170047282,-7.95466170047282
8,"road_per",9.94633755498337,3.58000257172748,9.94633755498337,3.58000257172748,9.94633755498337,3.58000257172748,9.94633755498337,3.58000257172748,-6.36633498325589,-6.36633498325589
8,"tree_per",9.92891225477718,38.9828287006268,9.92891225477718,38.9828287006268,9.92891225477718,38.9828287006268,9.92891225477718,38.9828287006268,29.0539164458497,29.0539164458497
9,"blue",0,19.2835263253942,0,19.2835263253942,0,19.2835263253942,0,19.2835263253942,19.2835263253942,19.2835263253942
9,"build_per",11.610227724018,4.93546828945466,11.610227724018,4.93546828945466,11.610227724018,4.93546828945466,11.610227724018,4.93546828945466,-6.67475943456331,-6.67475943456331
9,"garden_other",18.475451670742,13.7341892191739,18.475451670742,13.7341892191739,18.475451670742,13.7341892191739,18.475451670742,13.7341892191739,-4.74126245156811,-4.74126245156811
9,"grass",31.7288483160261,25.4941110947979,31.7288483160261,25.4941110947979,31.7288483160261,25.4941110947979,31.7288483160261,25.4941110947979,-6.23473722122822,-6.23473722122822
9,"imper_per",13.8630859547721,3.25902951721044,13.8630859547721,3.25902951721044,13.8630859547721,3.25902951721044,13.8630859547721,3.25902951721044,-10.6040564375617,-10.6040564375617
9,"road_per",10.020782499117,6.33536869891212,10.020782499117,6.33536869891212,10.020782499117,6.33536869891212,10.020782499117,6.33536869891212,-3.68541380020485,-3.68541380020485
9,"tree_per",14.3016038197841,26.9583530397607,14.3016038197841,26.9583530397607,14.3016038197841,26.9583530397607,14.3016038197841,26.9583530397607,12.6567492199766,12.6567492199766
10,"blue",1.08860715597626,1.42521766784321,1.08860715597626,1.42521766784321,1.08860715597626,1.42521766784321,1.08860715597626,1.42521766784321,0.336610511866947,0.336610511866947
10,"build_per",6.82962742067924,3.19258456036456,6.82962742067924,3.19258456036456,6.82962742067924,3.19258456036456,6.82962742067924,3.19258456036456,-3.63704286031469,-3.63704286031469
10,"garden_other",16.6783156820397,8.40900512779576,16.6783156820397,8.40900512779576,16.6783156820397,8.40900512779576,16.6783156820397,8.40900512779576,-8.26931055424395,-8.26931055424395
10,"grass",26.9057883765404,72.3298973419594,26.9057883765404,72.3298973419594,26.9057883765404,72.3298973419594,26.9057883765404,72.3298973419594,45.424108965419,45.424108965419
10,"imper_per",7.82098733218787,3.3643809450981,7.82098733218787,3.3643809450981,7.82098733218787,3.3643809450981,7.82098733218787,3.3643809450981,-4.45660638708977,-4.45660638708977
10,"road_per",6.08930097098297,2.96447947905297,6.08930097098297,2.96447947905297,6.08930097098297,2.96447947905297,6.08930097098297,2.96447947905297,-3.12482149193,-3.12482149193
10,"tree_per",34.5903456277732,8.3144345255682,34.5903456277732,8.3144345255682,34.5903456277732,8.3144345255682,34.5903456277732,8.3144345255682,-26.275911102205,-26.275911102205
11,"blue",2.7598448446791,45.3271531930309,2.7598448446791,45.3271531930309,2.7598448446791,45.3271531930309,2.7598448446791,45.3271531930309,42.5673083483518,42.5673083483518
11,"build_per",8.18376023502234,8.4928992684745,8.18376023502234,8.4928992684745,8.18376023502234,8.4928992684745,8.18376023502234,8.4928992684745,0.309139033452157,0.309139033452157
11,"garden_other",14.5312141632628,9.57050572686314,14.5312141632628,9.57050572686314,14.5312141632628,9.57050572686314,14.5312141632628,9.57050572686314,-4.96070843639964,-4.96070843639964
11,"grass",24.376650517232,2.82487240758437,24.376650517232,2.82487240758437,24.376650517232,2.82487240758437,24.376650517232,2.82487240758437,-21.5517781096477,-21.5517781096477
11,"imper_per",19.0040986573203,27.6781062260139,19.0040986573203,27.6781062260139,19.0040986573203,27.6781062260139,19.0040986573203,27.6781062260139,8.67400756869361,8.67400756869361
11,"road_per",9.94798672212987,5.68782497354563,9.94798672212987,5.68782497354563,9.94798672212987,5.68782497354563,9.94798672212987,5.68782497354563,-4.26016174858423,-4.26016174858423
11,"tree_per",21.1964451401794,0.418637282049023,21.1964451401794,0.418637282049023,21.1964451401794,0.418637282049023,21.1964451401794,0.418637282049023,-20.7778078581304,-20.7778078581304
